postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1087 MN Amsterdam;Jan Vrijmanstraat 287;52.347;500.844;325000;90;281;1;2009;0;appartement;38;3
1081 GC Amsterdam;Assumburg 112;523.284;48.681;275000;84;263;1;1967;0;appartement;22;3
1019 PC Amsterdam;Azartplein 187;5.237.747;4.936.327;400000;94;286;2;1995;0;appartement;48;4
1025 XG Amsterdam;Dollardpad 28;5.239.785;4.943.532;282500;88;276;1;2009;0;appartement;34;3
1106 JK Amsterdam;Montfoorthof 7;5.229.726;4.969.709;165000;92;258;1;1976;0;appartement;18;4
1013 AD Amsterdam;Westerdoksdijk 397;5.238.537;4.892.618;475000;84;269;2;2007;0;appartement;23;3
1032 GW Amsterdam;Korenbloemstraat 44;5.239.894;4.913.959;205000;61;290;2;1929;1;woonhuis;32;4
1069 RT Amsterdam;Klaas Katerstraat;5.235.026;4.795.815;16500;0;0;1;0;0;onbekend;1;1
1018 SJ Amsterdam;Blankenstraat 286 HS;5.236.991;4.930.143;349500;51;156;2;1906;1;appartement;26;3
1013 BX Amsterdam;Westerdoksdijk 465;5.238.614;4.892.502;925000;166;430;1;2006;1;appartement;12;4
1068 CN Amsterdam;Ruimzicht 51;5.236.229;4.807.104;180000;89;204;1;1967;0;appartement;22;3
1106 ZG Amsterdam;Cornelis Aarnoutsstraat 66;5.229.919;4.993.279;244750;108;345;3;1986;1;woonhuis;21;4
1073 GH Amsterdam;Rustenburgerstraat 132 H;5.235.299;4.901.326;649000;106;388;2;1903;1;appartement;22;4
1075 BL Amsterdam;Sophialaan 3 3;5.235.353;4.859.855;950000;137;500;1;1919;0;appartement;51;3
1107 DH Amsterdam;Wethouder Vospad 40;5.229.148;4.991.937;285000;125;345;3;1986;1;woonhuis;12;4
1060 RS Amsterdam;Pond Sterlinglaan 40;5.234.851;4.788.953;445500;145;348;1;1998;0;woonhuis;1;5
1023 VK Amsterdam;Watergangseweg 12 /hs;5.239.394;4.941.796;210000;54;150;1;1950;1;appartement;20;3
1019 EW Amsterdam;Rietlandterras 18;5.237.163;4.935.383;400000;105;397;2;2002;1;appartement;36;3
1017 NA Amsterdam;Leidsegracht 17 I;5.236.703;4.885.815;372000;62;245;1;1906;0;appartement;9;1
1102 AB Amsterdam;Martin Ennalsplein 12;5.231.712;4.954.986;315000;147;390;1;2008;0;appartement;1;6
1055 LT Amsterdam;Admiraal De Ruijterweg 251 3;5.237.834;485.708;415000;101;300;2;1906;0;appartement;18;4
1071 ZW Amsterdam;Van Breestraat 142 II-III;5.235.573;4.871.792;1100000;150;535;2;1906;1;appartement;37;6
1019 TK Amsterdam;Lampenistenstraat 103;5.237.325;4.943.942;525000;111;237;3;1999;0;woonhuis;24;5
1011 CH Amsterdam;Binnen Bantammerstraat 9 -I;5.237.387;4.902.182;600000;106;285;1;1906;0;appartement;17;2
1015 LB Amsterdam;Boomstraat 57 -A;5.237.901;4.884.052;397500;61;233;2;1986;1;appartement;21;3
1055 RZ Amsterdam;Nieuwpoortstraat 94 D14;5.238.433;4.856.953;420000;84;244;2;2017;1;appartement;20;3
1013 KP Amsterdam;Grote Bickersstraat 69 -HS;5.238.542;4.889.134;375000;71;215;2;2004;0;appartement;27;3
1077 SC Amsterdam;Stadionweg 67 I;5.234.665;4.874.629;600000;115;360;1;1932;0;appartement;30;7
1015 CW Amsterdam;Keizersgracht 130 A;5.237.667;4.886.677;940000;115;354;2;1755;0;appartement;26;3
1075 NB Amsterdam;Cornelis Krusemanstraat 7 III;523.513;4.863.553;845000;142;472;2;1906;0;appartement;26;4
1011 LZ Amsterdam;Valkenburgerstraat 36 D;5.237.032;4.908.261;515000;90;263;6;2000;0;appartement;20;3
1102 VB Amsterdam;Barbusselaan 372;523.187;494.559;145000;42;100;4;1986;0;appartement;9;2
1068 NK Amsterdam;Pieter Calandlaan 413;5.235.409;481.119;225000;82;270;2;1965;0;appartement;24;3
1094 JT Amsterdam;Balistraat 98 -D;5.236.308;4.936.996;300000;63;219;2;1915;0;appartement;30;3
1027 AJ Amsterdam;Achterlaan 5 A;5.240.652;4.966.343;750000;141;505;2;1975;1;woonhuis;37;5
1013 RW Amsterdam;Zaanstraat 134;5.238.884;4.876.507;300000;64;194;2;1915;1;appartement;40;3
1098 WP Amsterdam;Esplanade de Meer 170;5.234.476;4.950.889;349000;96;305;1;2001;0;appartement;29;3
1073 GP Amsterdam;Lutmastraat 67 2;5.235.072;4.895.642;339000;59;190;1;1906;0;appartement;22;3
1059 VP Amsterdam;Woubruggestraat 39 hs;5.234.798;4.849.706;325000;65;175;1;1930;1;appartement;28;3
1054 MJ Amsterdam;Jan Pieter Heijestraat 144 D;5.236.194;4.864.281;227000;35;100;1;1900;0;appartement;12;1
1063 GE Amsterdam;Robbert Cijferstraat 12;5.238.345;4.825.239;260000;105;263;2;1953;1;woonhuis;13;5
1035 NP Amsterdam;Kadoelenweg 264;524.155;4.906.494;450000;120;400;2;1920;1;woonhuis;40;5
1069 CL Amsterdam;Wolbrantskerkweg 51;5.235.932;4.796.896;400000;0;0;1;0;0;onbekend;1;1
1075 NX Amsterdam;Des Présstraat 4 II+III;5.235.092;4.859.551;1195000;150;450;2;1914;0;appartement;42;6
1063 AE Amsterdam;Harry Koningsbergerstraat 98;523.841;483.803;120000;31;90;1;1958;0;appartement;25;1
1015 HN Amsterdam;Palmgracht 64 1;5.238.212;4.882.739;300000;41;140;1;1935;0;appartement;20;2
1066 KZ Amsterdam;Arendonksingel 38;5.234.878;4.813.536;387500;131;355;3;1991;1;woonhuis;30;6
1059 TK Amsterdam;Westlandgracht 181 II;5.235.016;4.846.186;245000;54;185;1;1906;0;appartement;24;3
1033 AE Amsterdam;Dierenriem 61;5.241.781;4.879.904;210000;84;220;2;1958;1;woonhuis;22;4
1087 GE Amsterdam;IJburglaan 902;523.544;499.621;350000;107;340;1;2003;0;appartement;23;4
1017 SB Amsterdam;Weteringschans 99 - 2;523.609;4.887.587;1785000;255;803;3;1906;0;appartement;34;8
1013 PM Amsterdam;Van Linschotenstraat 6;5.238.962;4.887.198;349000;65;160;1;1906;0;appartement;20;3
1068 HZ Amsterdam;Eastonstraat 18;5.235.701;4.816.436;200000;78;228;1;1962;0;appartement;20;3
1108 HP Amsterdam;Liendenhof 228;5.230.827;4.982.066;259000;112;250;2;1957;1;appartement;32;3
1011 EH Amsterdam;Geldersekade 11 III;5.237.572;4.902.531;325000;64;169;1;1914;0;appartement;17;2
1073 ST Amsterdam;Pieter Aertszstraat 86 HS;5.235.247;4.902.223;385000;55;210;1;1906;1;appartement;23;2
1087 HA Amsterdam;Polygoongracht 34;5.235.502;5.002.219;625000;142;524;3;2008;1;woonhuis;45;5
1057 ZX Amsterdam;Jan van Riebeekstraat 10 I;523.708;4.858.298;300000;61;201;3;1925;0;appartement;15;3
1058 EB Amsterdam;Nachtwachtlaan 48;523.611;4.843.293;350000;100;250;1;1970;0;appartement;17;3
1107 BV Amsterdam;Wethouder Steinmetzstraat 5;5.229.596;4.995.389;315000;136;386;1;1987;0;woonhuis;1;7
1102 VB Amsterdam;Barbusselaan 390;5.231.857;4.945.724;175000;70;215;1;1985;0;appartement;22;3
1051 RH Amsterdam;Van der Palmkade 116;52.38;4.872.287;457500;87;225;1;2001;0;appartement;27;3
1083 EE Amsterdam;Van Nijenrodeweg 79;5.232.758;4.883.913;300000;86;288;1;1967;0;appartement;17;3
1024 KL Amsterdam;Hilverbeekstraat 36;5.239.029;4.961.973;310000;118;353;2;1969;1;woonhuis;22;5
1055 RL Amsterdam;Juliana van Stolbergstraat 49 -II;5.238.073;4.856.464;175000;56;168;1;1931;0;appartement;18;3
1071 GK Amsterdam;Van Eeghenstraat 82;5.235.725;4.871.498;18750000;896;2920;4;1899;1;woonhuis;60;26
1092 VW Amsterdam;Retiefstraat 39 III;523.559;492.372;455000;95;334;5;1911;0;appartement;13;3
1087 JA Amsterdam;Lumierestraat;5.235.474;5.000.797;25900;0;0;1;0;0;parkeergelegenheid;5;1
1087 KA Amsterdam;Lisdoddelaan 92;5.235.225;4.994.179;1085000;190;728;2;2001;1;woonhuis;20;6
1068 PH Amsterdam;Oeverpad 199;5.236.519;480.761;400000;124;383;1;2007;0;appartement;29;4
1052 RS Amsterdam;Bilderdijkkade 7 III+IV;5.237.083;486.855;699000;124;395;2;1906;0;appartement;31;4
1071 CW Amsterdam;Van de Veldestraat 7 hs;523.589;488.031;1950000;274;833;3;1902;1;appartement;28;7
1055 GA Amsterdam;Grianestraat 17 hs;5.237.987;4.850.042;190000;49;161;1;1950;0;appartement;12;3
1098 JP Amsterdam;Archimedesweg 8 -l;5.235.689;4.936.913;350000;70;229;1;1929;0;appartement;38;4
1067 BD Amsterdam;Antoon Keldermansstraat 22;5.238.303;4.797.538;260000;98;260;2;1958;1;woonhuis;27;5
1087 Amsterdam;Maria Austriastraat;5.235.863;4.992.625;17500;0;0;1;0;0;parkeergelegenheid;1;1
1072 XZ Amsterdam;Quellijnstraat 104 III;5.235.661;4.892.086;700000;117;371;2;2001;0;appartement;22;3
1091 XD Amsterdam;President Brandstraat 17;5.235.454;4.918.542;440000;90;240;1;1992;0;appartement;1;3
1054 WB Amsterdam;Wilhelminastraat 115 3;5.236.127;4.862.391;750000;107;329;2;1906;0;appartement;33;5
1097 BM Amsterdam;Holland  Park;5.235.478;4.928.695;519000;122;411;1;2018;1;appartement;11;4
1094 SZ Amsterdam;Formosastraat 66;523.599;493.486;250000;60;188;1;1986;1;appartement;30;2
1018 PX Amsterdam;Czaar Peterstraat 180;5.237.138;4.931.814;375000;75;250;4;1906;1;appartement;29;3
1075 GP Amsterdam;Valeriusstraat 292 III;5.235.132;4.857.606;700000;116;391;2;1913;1;appartement;29;4
1015 GN Amsterdam;Lijnbaansgracht 14 1;5.238.241;4.882.409;189000;24;82;4;1906;0;appartement;9;2
1060 TN Amsterdam;P. Hans Frankfurthersingel 110;523.464;479.482;390000;146;463;2;2004;0;appartement;30;4
1071 XC Amsterdam;Ruysdaelstraat 93 2;5.235.312;4.879.264;425000;66;192;1;1905;0;appartement;20;3
1054 KA Amsterdam;Kattenlaan 51;5.235.987;4.864.727;425000;82;202;1;1991;0;appartement;21;3
1094 EG Amsterdam;Bankastraat 36 II;5.236.474;4.933.659;280000;56;192;1;1927;0;appartement;39;3
1018 AV Amsterdam;Sarphatistraat;5.236.522;4.922.222;32500;0;0;1;0;0;parkeergelegenheid;1;1
1059 XS Amsterdam;Stolwijkstraat 29 2;5.235.062;484.872;285000;56;165;1;1930;0;appartement;17;3
1075 XS Amsterdam;Amstelveenseweg 202 II;523.518;485.613;485000;83;248;1;1911;0;appartement;19;3
1096 HR Amsterdam;Omval 339;523.444;491.543;455000;100;301;1;1997;0;appartement;27;3
1061 CC Amsterdam;Ernest Staesstraat 45 II;5.237.674;4.839.579;220500;57;140;1;1952;0;appartement;17;3
1058 EG Amsterdam;Nachtwachtlaan 184;523.617;484.412;210000;59;160;1;1968;0;appartement;18;2
1067 WH Amsterdam;L.J.M. Beelstraat 29;5.238.237;4.791.114;285000;100;360;1;1991;0;woonhuis;1;4
1082 BK Amsterdam;Dever 45;5.232.518;486.955;29000;0;0;1;0;0;parkeergelegenheid;4;1
1079 LL Amsterdam;Amsteldijk 280;523.342;490.178;2000000;0;0;1;0;0;object;11;1
1055 RZ Amsterdam;Nieuwpoortstraat 86 A15;5.238.426;48.578;322500;62;220;1;2017;1;appartement;20;3
1066 GK Amsterdam;Chet Bakerstraat 1;5.234.455;4.824.729;379000;108;324;1;1992;0;appartement;24;3
1019 BZ Amsterdam;Veemkade 1182;5.237.476;4.933.941;550000;107;330;5;1994;0;appartement;33;3
1016 VL Amsterdam;Eerste Looiersdwarsstraat 13 -B;5.236.903;4.881.127;455000;75;225;3;1905;0;appartement;18;3
1016 AA Amsterdam;Singel 206 A;52.374;488.863;995000;123;423;1;1906;0;appartement;25;3
1071 PB Amsterdam;De Lairessestraat 46 -III+IV;5.235.476;4.875.534;895000;149;447;2;1916;0;appartement;37;4
1054 DV Amsterdam;Eerste Helmersstraat 197;5.236.153;486.801;1900000;402;1400;5;1910;1;woonhuis;69;11
1015 WJ Amsterdam;Marnixstraat 263 -1V;5.237.521;4.877.219;165000;24;84;1;1876;0;appartement;20;1
1078 JP Amsterdam;Diezestraat 6 -hs;5.234.606;4.891.779;400000;73;271;1;1930;1;appartement;14;3
1107 AX Amsterdam;Wethouder In 't Veldstraat 57;522.936;499.152;159500;66;225;2;1984;0;appartement;18;3
1072 XP Amsterdam;Quellijnstraat 41 E;5.235.695;4.889.442;480000;68;211;4;1879;0;appartement;23;3
1056 DE Amsterdam;Hoofdweg 398 hs;523.733;4.848.873;215000;58;226;1;1931;1;appartement;13;2
1073 BG Amsterdam;Albert Cuypstraat 229 4;5.235.641;4.896.518;150000;25;87;1;1906;0;appartement;14;1
1077 BN Amsterdam;Michelangelostraat 7 II;5.234.983;4.871.137;1695000;222;718;3;1927;0;appartement;34;6
1033 ZP Amsterdam;Reizigersweg 215;5.241.739;4.883.435;175000;52;153;4;1989;0;appartement;12;2
1079 JB Amsterdam;Vechtstraat 81 -III;5.234.395;490.743;500000;113;355;5;1906;0;appartement;32;4
1055 BS Amsterdam;Sanderijnstraat 18 II;52.377;485.111;244000;55;159;1;1940;0;appartement;28;3
1013 MM Amsterdam;IJdok 63;5.238.459;4.894.315;1725000;248;720;1;2012;1;appartement;35;4
1051 JT Amsterdam;Van Bossestraat 45 2;5.238.079;4.868.992;200000;33;92;1;1915;0;appartement;15;2
1012 GL Amsterdam;Oudezijds Voorburgwal 266 -D;5.237.146;4.895.018;800000;100;442;1;2007;0;appartement;29;4
1061 VX Amsterdam;Derkinderenstraat 144;5.236.771;4.840.657;375000;101;330;1;2008;0;appartement;32;4
1022 KD Amsterdam;Noorderkwartier (Bouwnr. 61);5.240.604;4.931.375;533868;172;430;2;2016;1;woonhuis;4;5
1021 PS Amsterdam;Het Dok 11;523.827;491.603;210000;48;149;1;1983;0;appartement;25;2
1061 EX Amsterdam;Lauernessestraat 6 II;5.238.214;4.841.772;200000;53;150;4;1951;0;appartement;22;3
1094 HL Amsterdam;Javastraat 80 4;523.636;4.934.936;319000;58;181;1;1905;0;appartement;17;2
1033 HN Amsterdam;Vegastraat 51;5.241.006;4.889.105;289000;90;227;2;1937;1;woonhuis;22;5
1064 EA Amsterdam;Burgemeester Hogguerstraat 759;523.723;4.829.312;150000;46;155;1;1963;0;appartement;28;2
1035 HD Amsterdam;Bruinvisstraat 27;5.242.364;488.435;200000;95;240;3;1991;1;woonhuis;32;4
1103 JX Amsterdam;Parkeerplaats Ganzenpoort;5.232.253;4.972.099;7750;0;0;1;0;0;parkeergelegenheid;1;1
1011 Amsterdam;Valkenburgerstraat;5.237.777;4.905.539;75000;0;0;1;0;0;parkeergelegenheid;2;1
1021 JD Amsterdam;Meeuwenlaan 187 -B;5.238.584;4.918.916;275000;75;275;3;1930;0;appartement;31;4
1069 SE Amsterdam;Pieter Calandlaan 1083;5.235.099;4.796.082;272500;85;271;1;2006;0;appartement;20;3
1107 LD Amsterdam;Steenderenstraat 78;5.229.425;4.983.179;159000;88;255;1;1983;0;appartement;23;3
1068 NA Amsterdam;Hoekenes 106;5.235.116;4.803.448;685000;185;500;1;1967;0;woonhuis;1;5
1013 AK Amsterdam;Bouwnummer 111 (Bouwnr. 111);5.239.695;4.881.737;649750;139;606;3;2019;1;woonhuis;1;3
1074 XG Amsterdam;Sint Willibrordusdwarsstraat 4 1;5.235.475;490.411;250000;40;125;1;1910;0;appartement;27;2
1064 LD Amsterdam;Aristotelesstraat 13;5.237.313;4.817.245;325000;0;0;1;0;0;onbekend;1;1
1091 KA Amsterdam;Derde Oosterparkstraat;5.235.617;4.916.159;5000;0;0;1;0;0;parkeergelegenheid;1;1
1108 DL Amsterdam;Leusdenhof 255;5.230.722;4.979.378;232000;77;215;1;1980;0;appartement;25;4
1063 Amsterdam;Antony Moddermanstraat;5.238.029;4.835.661;38000;0;0;1;0;0;parkeergelegenheid;4;1
1053 EB Amsterdam;Kinkerstraat 88;5.236.727;4.871.807;210000;0;0;1;0;0;onbekend;1;1
1015 BL Amsterdam;Herengracht 34 -t/o;5.237.828;4.890.739;385000;50;155;1;1927;0;woonhuis;13;1
1053 SH Amsterdam;Tweede Kostverlorenkade 159 I;52.362;485.833;265000;55;143;1;1912;0;appartement;21;2
1012 JD Amsterdam;Warmoesstraat 16 C;5.237.603;4.898.976;625000;150;320;2;1906;0;appartement;30;4
1106 JD Amsterdam;Rhenenhof 38;5.229.758;4.971.623;169000;92;262;1;1976;0;appartement;20;4
1072 JT Amsterdam;Pijnackerstraat 8 -3;5.235.038;4.889.748;459000;77;251;2;1906;0;appartement;21;3
1093 HX Amsterdam;Wijttenbachstraat 285;5.236.107;492.894;330000;86;270;1;1983;0;appartement;18;4
1095 BJ Amsterdam;Molukkenstraat 433;523.599;494.059;399500;94;315;1;1983;0;appartement;41;4
1017 GP Amsterdam;Kerkstraat 118;5.236.433;4.886.985;2160000;168;501;1;2017;1;appartement;13;3
1066 AZ Amsterdam;Ottho Heldringstraat 204 G;5.234.879;4.832.084;239000;57;155;1;2010;0;appartement;22;2
1087 JT Amsterdam;Zwanebloemlaan 99;5.235.325;4.996.806;889000;180;550;3;2007;1;woonhuis;26;5
1019 HP Amsterdam;Zeeburgerkade 388;5.236.922;4.943.057;500000;112;390;1;1890;1;appartement;47;3
1065 EW Amsterdam;Van Mourik Broekmanstraat 10 - III;5.235.661;4.826.761;200000;73;247;3;1960;0;appartement;21;3
1035 PM Amsterdam;Zuideinde 238;5.242.422;488.799;349000;110;310;3;2008;1;woonhuis;15;3
1078 KH Amsterdam;Krammerstraat 10 II-III;5.234.602;4.887.361;769500;140;481;2;1928;0;appartement;40;6
1067 VM Amsterdam;Gerda Brautigamstraat 29;523.792;478.939;325000;102;320;3;1991;1;woonhuis;26;4
1023 NM Amsterdam;Schellingwouderdijk 342 F;5.238.161;4.965.709;289000;0;0;1;0;0;onbekend;1;1
1068 ZW Amsterdam;Geer Ban 5;5.236.535;4.802.689;485000;160;680;4;2009;1;woonhuis;35;7
1035 KG Amsterdam;Buitendijk 7;5.242.384;4.896.191;295000;94;323;3;1993;1;woonhuis;29;4
1071 PE Amsterdam;De Lairessestraat 66 -2;5.235.438;4.874.141;925000;129;480;2;1906;0;appartement;27;4
1071 HA Amsterdam;Willemsparkweg 187 III;5.235.569;4.869.987;650000;100;306;1;1906;0;appartement;18;3
1071 AK Amsterdam;Vossiusstraat 67;5.235.971;4.876.253;1995000;190;617;5;1906;1;appartement;43;5
1054 WE Amsterdam;Wilhelminastraat 183 III;5.236.063;4.859.814;425000;67;200;5;1906;0;appartement;28;3
1077 WD Amsterdam;Herman Gorterstraat 7;5.234.663;4.884.595;2395000;248;1035;4;1938;1;woonhuis;54;10
1067 NB Amsterdam;Berlagehof 14;5.237.659;4.794.989;449000;190;513;1;1954;0;woonhuis;47;4
1024 BM Amsterdam;Beemsterstraat 320;52.394;494.938;190000;75;245;1;1966;0;appartement;38;4
1082 SZ Amsterdam;Wedderborg 151;5.233.337;4.872.814;250000;68;211;1;1963;0;appartement;22;4
1078 MZ Amsterdam;Biesboschstraat 70 -III;5.234.508;4.895.763;650000;125;430;2;1928;0;appartement;26;5
1075 CG Amsterdam;Koninginneweg 51 hs;5.235.427;4.867.522;1595000;212;808;3;1899;1;appartement;25;6
1019 AJ Amsterdam;Cruquiusweg 100 F;5.236.806;4.953.345;468000;257;643;1;2015;0;appartement;12;2
1015 WK Amsterdam;Marnixstraat 277 1A;523.749;4.877.032;179000;27;83;1;1906;0;appartement;16;1
1069 KD Amsterdam;Johan Hofmanstraat 151;5.235.286;4.796.751;262500;96;296;1;2008;0;appartement;33;4
1013 Amsterdam;Silodam;5.238.232;4.894.955;34000;0;0;1;0;0;parkeergelegenheid;1;1
1082 MT Amsterdam;George Gershwinlaan 107;5.233.585;4.873.038;775000;142;590;3;2011;1;appartement;34;3
1054 MJ Amsterdam;Jan Pieter Heijestraat 144 C;5.236.194;4.864.278;227000;35;100;1;1900;0;appartement;14;1
1016 CR Amsterdam;Leidsegracht 78 /bv;5.236.605;4.881.894;1250000;200;600;6;1906;0;appartement;20;6
1016 CX Amsterdam;Leidsekade 58 B;5.236.596;4.879.193;489000;76;270;1;1906;0;appartement;19;3
1054 DV Amsterdam;Eerste Helmersstraat 197 III hg;5.236.153;486.801;360000;71;220;5;1910;0;appartement;21;2
1025 RH Amsterdam;Urkstraat 32;5.239.405;4.926.413;275000;76;268;2;1931;1;woonhuis;24;5
1033 ZA Amsterdam;Kermispad 89;5.241.692;4.884.838;209011;62;191;1;1989;0;appartement;20;3
1025 BK Amsterdam;Spelderholt 51;5.239.994;4.945.744;179000;75;238;1;1960;0;appartement;18;4
1058 EP Amsterdam;Nachtwachtlaan 415;5.236.309;4.843.973;325000;98;250;1;1968;0;appartement;12;3
1021 CE Amsterdam;Eendenstraat 7;5.238.793;491.907;235000;51;150;1;1919;1;appartement;25;2
1095 CC Amsterdam;Javastraat 161 A;5.236.383;4.940.715;275000;64;190;1;1906;1;appartement;27;3
1093 CE Amsterdam;Wagenaarstraat 43;5.236.279;4.924.237;335000;80;216;4;1981;0;appartement;21;3
1091 NA Amsterdam;Hofmeyrstraat 38 III+IV;523.509;4.916.998;375000;77;243;2;1927;1;appartement;49;4
1056 KE Amsterdam;Geuzenstraat 38 huis;523.721;4.865.242;310000;56;153;1;1931;1;appartement;15;3
1012 NK Amsterdam;Sint Nicolaasstraat 16;5.237.503;4.893.349;1250000;195;495;5;1906;0;woonhuis;34;9
1071 RX Amsterdam;Frans van Mierisstraat 72 III/IV;5.235.405;4.879.664;850000;118;350;2;1906;0;appartement;32;4
1054 JZ Amsterdam;Overtoom 480 II;5.235.932;4.860.711;519500;85;286;5;1906;0;appartement;26;4
1071 EW Amsterdam;Van Eeghenstraat 59 -I;5.235.747;4.874.076;585000;59;222;1;1906;0;appartement;18;2
1096 DS Amsterdam;STATE Amsterdam (Bouwnr. 1148);5.233.965;4.924.522;38273;0;0;1;0;0;parkeergelegenheid;1;1
1106 HA Amsterdam;Mijehof 41;5.230.263;4.970.304;209000;108;310;3;1983;1;woonhuis;19;5
1051 BS Amsterdam;Van Hogendorpstraat 76 II;5.238.353;4.874.847;200000;40;127;3;1899;0;appartement;21;2
1052 EM Amsterdam;Eerste Kostverlorenkade 13 1;5.237.901;4.873.448;249000;54;177;1;1922;0;appartement;20;3
1077 NL Amsterdam;Minervalaan 35 II;5.234.849;4.872.747;475000;80;282;1;1928;0;appartement;19;3
1012 XL Amsterdam;Voetboogstraat 4 II;5.236.834;4.890.572;325000;50;146;1;1908;0;appartement;36;2
1055 XN Amsterdam;Louise de Colignystraat 54 III;5.238.046;485.682;185000;55;165;1;1937;0;appartement;19;3
1012 BS Amsterdam;Bloedstraat 13;5.237.292;4.899.373;270000;0;0;1;0;0;onbekend;1;1
1087 JC Amsterdam;Maria Austriastraat 682;523.534;49.999;360000;126;335;1;2006;0;appartement;22;3
1012 JS Amsterdam;Dam 5 /Z;5.237.309;489.409;24700000;1047;3760;3;2017;1;appartement;20;15
1015 GR Amsterdam;Lijnbaansgracht 36 A;5.238.005;4.880.926;675000;124;361;4;1900;0;appartement;35;5
1060 TA Amsterdam;Samosstraat 38;5.234.545;4.792.311;389000;138;455;3;2002;1;woonhuis;22;4
1022 KD Amsterdam;Noorderkwartier (Bouwnr. 34);5.240.604;4.931.375;412396;139;348;2;2016;1;woonhuis;3;5
1069 GZ Amsterdam;Ekingenstraat 112;5.235.603;4.796.796;189000;81;240;1;1960;0;appartement;23;3
1094 LG Amsterdam;Tweede Atjehstraat 20 IV;5.236.185;4.933.131;335000;61;150;1;1906;0;appartement;21;3
1068 ZT Amsterdam;Kweekhoven 3;5.236.402;4.804.368;299000;112;285;2;2009;0;appartement;21;4
1018 AK Amsterdam;Funenpark 427;5.236.873;4.930.435;730000;116;370;1;2007;0;appartement;37;4
1035 PS Amsterdam;Landsmeerderdijk 39;524.152;4.899.601;615000;146;479;3;1900;1;woonhuis;39;5
1019 NA Amsterdam;Venetiëhof 36;5.237.751;4.947.144;375000;88;215;1;1994;0;appartement;23;3
1071 CM Amsterdam;Jan Luijkenstraat 6 -3;5.236.065;4.884.081;475000;75;272;1;1896;0;appartement;27;2
1095 Amsterdam;John Blankensteinstraat (Bouwnr. 06);5.236.629;4.940.455;699000;116;432;4;2017;1;woonhuis;1;8
1055 RZ Amsterdam;Nieuwpoortstraat 94 C 15;5.238.431;4.856.904;245000;49;172;1;2017;0;appartement;20;1
1097 VD Amsterdam;Middenweg 486;523.416;494.918;345000;71;250;3;1906;1;appartement;30;3
1082 HE Amsterdam;Van Nijenrodeweg 364;5.232.753;4.877.532;185000;35;90;1;1966;0;appartement;6;2
1062 JV Amsterdam;Postjesweg 453;523.637;483.613;175000;70;200;1;1960;0;appartement;7;3
1087 Amsterdam;Sem Presserhof PP Parkeerplaats 145;5.235.369;4.999.856;21000;0;0;1;0;0;parkeergelegenheid;10;1
1082 PB Amsterdam;Krooswijkhof 108;5.233.463;488.075;400000;78;238;1;1981;1;appartement;20;3
1015 RC Amsterdam;Egelantiersgracht 31 -2;5.237.618;4.883.068;295000;38;125;4;1906;0;appartement;13;2
1063 HJ Amsterdam;Cornelis de Grootpad 3;5.238.279;4.825.559;245000;85;280;2;1955;1;woonhuis;22;4
1091 LV Amsterdam;Hofmeyrstraat 7 -hs;5.235.173;4.915.298;200000;43;105;4;1926;1;appartement;12;2
1012 RK Amsterdam;Nieuwezijds Voorburgwal 169 D;523.723;489.095;550000;89;310;2;1906;0;appartement;36;4
1011 TT Amsterdam;Rapenburg 3 III-B;5.237.197;4.907.479;325000;65;157;1;1850;0;appartement;22;1
1074 EB Amsterdam;Ceintuurbaan 428 - II;5.235.503;4.902.463;349000;53;145;4;1906;0;appartement;22;3
1058 GA Amsterdam;Saskia van Uijlenburgkade 57;5.235.635;4.845.069;750000;120;313;1;2010;1;appartement;32;5
1012 RN Amsterdam;Wijdesteeg 3 L;5.237.153;4.889.751;604840;69;225;4;1906;0;appartement;26;2
1018 GP Amsterdam;Sarphatistraat 62 D;5.236.121;490.899;599000;80;250;1;2000;0;appartement;27;2
